1e-05,0.8094,42.4061430044667
1e-05,0.8109,39.6862682460551
1e-05,0.7932,55.6590539869973
1e-05,0.8153,34.9748961317393
1e-05,0.7938,53.4628147282789
1e-05,0.8406,36.8257112801468
1e-05,0.8369,61.1127957307176
1e-05,0.7634,34.9412753102914
1e-05,0.8393,49.1079540478889
1e-05,0.7914,43.7121456472865
1e-05,0.7901,35.870973355843
1e-05,0.8389,50.303274653679
1e-05,0.7948,47.0169094944075
1e-05,0.8184,59.8636300091818
1e-05,0.8033,31.2559220308638
1e-05,0.8479,43.6328534773399
1e-05,0.8279,38.1365711941218
1e-05,0.808,32.2954918247364
1e-05,0.8162,82.0085153049356
1e-05,0.8306,41.3462381301645
1e-06,0.5538,57.8934155823605
1e-06,0.5745,43.8815184994422
1e-06,0.4995,37.1138547294968
1e-06,0.5073,39.5337457797604
1e-06,0.5046,33.7199159189501
1e-06,0.5677,42.0358358448326
1e-06,0.5297,32.1062864858335
1e-06,0.4442,45.3151289655034
1e-06,0.4483,45.1920834952575
1e-06,0.455,37.393621385354
1e-06,0.5026,52.6531384320494
1e-06,0.5144,71.3131445356034
1e-06,0.5232,40.5813422156547
1e-06,0.4773,32.1022498650158
1e-06,0.4663,31.1857523621548
1e-06,0.3688,32.4721582486
1e-06,0.5141,51.0583255651679
1e-06,0.6134,45.6411398230366
1e-06,0.4556,34.6426925191924
1e-06,0.6271,34.6145703075845
1e-07,0.2177,49.6903448688915
1e-07,0.248,31.5066555924605
1e-07,0.2754,54.7804270092287
1e-07,0.2967,21.5969203622021
1e-07,0.2376,29.863284675422
1e-07,0.3366,32.7706985905446
1e-07,0.264,30.651038067685
1e-07,0.2467,47.027012947014
1e-07,0.2277,32.9597514486398
1e-07,0.177,68.913486805238
1e-07,0.2157,61.5644714956594
1e-07,0.264,41.8452760900159
1e-07,0.2654,24.8697970672215
1e-07,0.2354,33.1489546729111
1e-07,0.2677,40.0077526258035
1e-07,0.1919,31.3301705104576
1e-07,0.2795,35.3119924598402
1e-07,0.2486,33.5902525875882
1e-07,0.2402,27.5615202642964
1e-07,0.2586,28.8403673959957
